Kind,Name,Entity_Uniquename,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountLineCode,CountLine,CountSemicolon,CountDeclFunction
Public Method,"com.google.zxing.web.ChartServletRequestParametersTestCase.testParams","@lcom.google.zxing.web.ChartServletRequestParametersTestCase.testParams@kj1com.google.zxing.web.ChartServletRequestParametersTestCase.testParams@f./zxingorg/src/test/java/com/google/zxing/web/ChartServletRequestParametersTestCase.java",1,"0.00",,,,,,,11,11,7,
Public Final Class,"com.google.zxing.web.ChartServletTestCase","@lcom.google.zxing.web.ChartServletTestCase@kj4com.google.zxing.web.ChartServletTestCase@f./zxingorg/src/test/java/com/google/zxing/web/ChartServletTestCase.java",,"0.14",2,1,0,1,9,0,21,31,14,
Public Method,"com.google.zxing.web.ChartServletTestCase.testChart","@lcom.google.zxing.web.ChartServletTestCase.testChart@kj1com.google.zxing.web.ChartServletTestCase.testChart@f./zxingorg/src/test/java/com/google/zxing/web/ChartServletTestCase.java",2,"0.00",,,,,,,19,24,14,
Public Final Class,"com.google.zxing.web.DecodeDoSFilter","@lcom.google.zxing.web.DecodeDoSFilter@kj4com.google.zxing.web.DecodeDoSFilter@f./zxingorg/src/main/java/com/google/zxing/web/DecodeDoSFilter.java",,"0.50",2,0,0,0,1,0,8,12,0,
Public Final Class,"com.google.zxing.web.DecodeServlet","@lcom.google.zxing.web.DecodeServlet@kj4com.google.zxing.web.DecodeServlet@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",,"0.09",2,4,3,8,62,75,348,413,175,
Public Method,"com.google.zxing.web.DecodeServlet.destroy","@lcom.google.zxing.web.DecodeServlet.destroy@kj1com.google.zxing.web.DecodeServlet.destroy@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",2,"0.00",,,,,,,6,6,1,
Protected Method,"com.google.zxing.web.DecodeServlet.doGet","@lcom.google.zxing.web.DecodeServlet.doGet@kj1com.google.zxing.web.DecodeServlet.doGetHttpServletRequest,HttpServletResponse@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",20,"0.09",,,,,,,125,149,71,
Protected Method,"com.google.zxing.web.DecodeServlet.doPost","@lcom.google.zxing.web.DecodeServlet.doPost@kj1com.google.zxing.web.DecodeServlet.doPostHttpServletRequest,HttpServletResponse@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",5,"0.04",,,,,,,28,29,12,
Private Static Method,"com.google.zxing.web.DecodeServlet.errorResponse","@lcom.google.zxing.web.DecodeServlet.errorResponse@kj1com.google.zxing.web.DecodeServlet.errorResponseHttpServletRequest,HttpServletResponse,String@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",1,"0.00",,,,,,,5,5,1,
Private Static Method,"com.google.zxing.web.DecodeServlet.errorResponse","@lcom.google.zxing.web.DecodeServlet.errorResponse@kj1com.google.zxing.web.DecodeServlet.errorResponseHttpServletRequest,HttpServletResponse,int,String@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",3,"0.00",,,,,,,21,21,11,
Public Method,"com.google.zxing.web.DecodeServlet.init","@lcom.google.zxing.web.DecodeServlet.init@kj1com.google.zxing.web.DecodeServlet.initServletConfig@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",3,"0.00",,,,,,,24,27,15,
Private Static Method,"com.google.zxing.web.DecodeServlet.processImage","@lcom.google.zxing.web.DecodeServlet.processImage@kj1com.google.zxing.web.DecodeServlet.processImageBufferedImage,HttpServletRequest,HttpServletResponse@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",19,"0.08",,,,,,,79,93,33,
Private Static Method,"com.google.zxing.web.DecodeServlet.processStream","@lcom.google.zxing.web.DecodeServlet.processStream@kj1com.google.zxing.web.DecodeServlet.processStreamInputStream,HttpServletRequest,HttpServletResponse@f./zxingorg/src/main/java/com/google/zxing/web/DecodeServlet.java",5,"0.03",,,,,,,32,35,17,
Public Final Class,"com.google.zxing.web.DecodeServletTestCase","@lcom.google.zxing.web.DecodeServletTestCase@kj4com.google.zxing.web.DecodeServletTestCase@f./zxingorg/src/test/java/com/google/zxing/web/DecodeServletTestCase.java",,"0.15",2,1,0,1,11,0,27,39,18,
Public Method,"com.google.zxing.web.DecodeServletTestCase.testDataURI","@lcom.google.zxing.web.DecodeServletTestCase.testDataURI@kj1com.google.zxing.web.DecodeServletTestCase.testDataURI@f./zxingorg/src/test/java/com/google/zxing/web/DecodeServletTestCase.java",1,"0.00",,,,,,,20,26,17,
Public Abstract Class,"com.google.zxing.web.DoSFilter","@lcom.google.zxing.web.DoSFilter@kj4com.google.zxing.web.DoSFilter@f./zxingorg/src/main/java/com/google/zxing/web/DoSFilter.java",,"0.16",1,4,2,4,15,50,58,76,28,
Public Method,"com.google.zxing.web.DoSFilter.destroy","@lcom.google.zxing.web.DoSFilter.destroy@kj1com.google.zxing.web.DoSFilter.destroy@f./zxingorg/src/main/java/com/google/zxing/web/DoSFilter.java",2,"0.00",,,,,,,6,6,1,
Public Method,"com.google.zxing.web.DoSFilter.doFilter","@lcom.google.zxing.web.DoSFilter.doFilter@kj1com.google.zxing.web.DoSFilter.doFilterServletRequest,ServletResponse,FilterChain@f./zxingorg/src/main/java/com/google/zxing/web/DoSFilter.java",2,"0.17",,,,,,,12,13,4,
Public Method,"com.google.zxing.web.DoSFilter.init","@lcom.google.zxing.web.DoSFilter.init@kj1com.google.zxing.web.DoSFilter.initFilterConfig@f./zxingorg/src/main/java/com/google/zxing/web/DoSFilter.java",3,"0.00",,,,,,,23,27,16,
Private Method,"com.google.zxing.web.DoSFilter.isBanned","@lcom.google.zxing.web.DoSFilter.isBanned@kj1com.google.zxing.web.DoSFilter.isBannedHttpServletRequest@f./zxingorg/src/main/java/com/google/zxing/web/DoSFilter.java",3,"0.08",,,,,,,13,14,5,
Public Final Class,"com.google.zxing.web.DoSFilterTestCase","@lcom.google.zxing.web.DoSFilterTestCase@kj4com.google.zxing.web.DoSFilterTestCase@f./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",,"0.05",2,3,0,5,15,0,60,70,31,
Private Static Method,"com.google.zxing.web.DoSFilterTestCase.initFilter","@lcom.google.zxing.web.DoSFilterTestCase.initFilter@kj1com.google.zxing.web.DoSFilterTestCase.initFilterFilter@f./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",1,"0.00",,,,,,,7,7,5,
Public Method,"com.google.zxing.web.DoSFilterTestCase.testNoRemoteHost","@lcom.google.zxing.web.DoSFilterTestCase.testNoRemoteHost@kj1com.google.zxing.web.DoSFilterTestCase.testNoRemoteHost@f./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",1,"0.00",,,,,,,11,11,5,
Public Method,"com.google.zxing.web.DoSFilterTestCase.testProxy","@lcom.google.zxing.web.DoSFilterTestCase.testProxy@kj1com.google.zxing.web.DoSFilterTestCase.testProxy@f./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",2,"0.00",,,,,,,13,13,7,
Public Method,"com.google.zxing.web.DoSFilterTestCase.testRedirect","@lcom.google.zxing.web.DoSFilterTestCase.testRedirect@kj1com.google.zxing.web.DoSFilterTestCase.testRedirect@f./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",3,"0.00",,,,,,,14,14,6,
Private Static Method,"com.google.zxing.web.DoSFilterTestCase.testRequest","@lcom.google.zxing.web.DoSFilterTestCase.testRequest@kj1com.google.zxing.web.DoSFilterTestCase.testRequestFilter,String,String,int@f./zxingorg/src/test/java/com/google/zxing/web/DoSFilterTestCase.java",2,"0.00",,,,,,,12,12,7,
Final Class,"com.google.zxing.web.DoSTracker","@lcom.google.zxing.web.DoSTracker@kj4com.google.zxing.web.DoSTracker@f./zxingorg/src/main/java/com/google/zxing/web/DoSTracker.java",,"0.22",1,2,2,2,8,0,82,111,40,
Constructor,"com.google.zxing.web.DoSTracker.DoSTracker","@lcom.google.zxing.web.DoSTracker.DoSTracker@kj1com.google.zxing.web.DoSTracker.DoSTrackerTimer,String,int,long,int,Double@f./zxingorg/src/main/java/com/google/zxing/web/DoSTracker.java",1,"0.90",,,,,,,10,19,3,
Private Final Class,"com.google.zxing.web.DoSTracker.TrackerTask","@lcom.google.zxing.web.DoSTracker.TrackerTask@kj4com.google.zxing.web.DoSTracker.TrackerTask@f./zxingorg/src/main/java/com/google/zxing/web/DoSTracker.java",,"0.08",2,2,2,2,9,0,53,62,28,
Private Constructor,"com.google.zxing.web.DoSTracker.TrackerTask.TrackerTask","@lcom.google.zxing.web.DoSTracker.TrackerTask.TrackerTask@kj1com.google.zxing.web.DoSTracker.TrackerTask.TrackerTaskString,Double@f./zxingorg/src/main/java/com/google/zxing/web/DoSTracker.java",1,"0.00",,,,,,,4,4,2,
Public Method,"com.google.zxing.web.DoSTracker.TrackerTask.run","@lcom.google.zxing.web.DoSTracker.TrackerTask.run@kj1com.google.zxing.web.DoSTracker.TrackerTask.run@f./zxingorg/src/main/java/com/google/zxing/web/DoSTracker.java",7,"0.09",,,,,,,45,50,24,
Method,"com.google.zxing.web.DoSTracker.isBanned","@lcom.google.zxing.web.DoSTracker.isBanned@kj1com.google.zxing.web.DoSTracker.isBannedString@f./zxingorg/src/main/java/com/google/zxing/web/DoSTracker.java",3,"0.00",,,,,,,14,14,6,
Public Final Class,"com.google.zxing.web.DoSTrackerTestCase","@lcom.google.zxing.web.DoSTrackerTestCase@kj4com.google.zxing.web.DoSTrackerTestCase@f./zxingorg/src/test/java/com/google/zxing/web/DoSTrackerTestCase.java",,"0.32",2,1,0,1,4,0,25,39,20,
Public Method,"com.google.zxing.web.DoSTrackerTestCase.testDoS","@lcom.google.zxing.web.DoSTrackerTestCase.testDoS@kj1com.google.zxing.web.DoSTrackerTestCase.testDoS@f./zxingorg/src/test/java/com/google/zxing/web/DoSTrackerTestCase.java",2,"0.22",,,,,,,23,32,20,
Public Final Class,"com.google.zxing.web.HTTPSFilter","@lcom.google.zxing.web.HTTPSFilter@kj4com.google.zxing.web.HTTPSFilter@f./zxingorg/src/main/java/com/google/zxing/web/HTTPSFilter.java",,"0.29",2,1,0,1,10,0,17,23,6,
Public Method,"com.google.zxing.web.HTTPSFilter.doFilter","@lcom.google.zxing.web.HTTPSFilter.doFilter@kj1com.google.zxing.web.HTTPSFilter.doFilterServletRequest,ServletResponse,FilterChain@f./zxingorg/src/main/java/com/google/zxing/web/HTTPSFilter.java",2,"0.08",,,,,,,13,13,5,
Public Final Class,"com.google.zxing.web.HTTPSFilterTestCase","@lcom.google.zxing.web.HTTPSFilterTestCase@kj4com.google.zxing.web.HTTPSFilterTestCase@f./zxingorg/src/test/java/com/google/zxing/web/HTTPSFilterTestCase.java",,"0.14",2,3,3,3,9,0,29,37,18,
Public Method,"com.google.zxing.web.HTTPSFilterTestCase.setUp","@lcom.google.zxing.web.HTTPSFilterTestCase.setUp@kj1com.google.zxing.web.HTTPSFilterTestCase.setUp@f./zxingorg/src/test/java/com/google/zxing/web/HTTPSFilterTestCase.java",1,"0.00",,,,,,,8,8,5,
Public Method,"com.google.zxing.web.HTTPSFilterTestCase.testNoRedirect","@lcom.google.zxing.web.HTTPSFilterTestCase.testNoRedirect@kj1com.google.zxing.web.HTTPSFilterTestCase.testNoRedirect@f./zxingorg/src/test/java/com/google/zxing/web/HTTPSFilterTestCase.java",1,"0.00",,,,,,,8,8,5,
Public Method,"com.google.zxing.web.HTTPSFilterTestCase.testRedirect","@lcom.google.zxing.web.HTTPSFilterTestCase.testRedirect@kj1com.google.zxing.web.HTTPSFilterTestCase.testRedirect@f./zxingorg/src/test/java/com/google/zxing/web/HTTPSFilterTestCase.java",1,"0.12",,,,,,,8,8,5,
Final Generic Class,"com.google.zxing.web.LRUMap","@lcom.google.zxing.web.LRUMap@kj4com.google.zxing.web.LRUMap@f./zxingorg/src/main/java/com/google/zxing/web/LRUMap.java",,"0.55",2,2,1,2,2,0,11,21,4,
TypeVariable,"com.google.zxing.web.LRUMap.K","@lcom.google.zxing.web.LRUMap.K@kj4com.google.zxing.web.LRUMap.K@f./zxingorg/src/main/java/com/google/zxing/web/LRUMap.java",,"0.00",1,0,0,0,0,0,0,0,0,
Constructor,"com.google.zxing.web.LRUMap.LRUMap","@lcom.google.zxing.web.LRUMap.LRUMap@kj1com.google.zxing.web.LRUMap.LRUMapint@f./zxingorg/src/main/java/com/google/zxing/web/LRUMap.java",1,"0.00",,,,,,,4,4,2,
TypeVariable,"com.google.zxing.web.LRUMap.V","@lcom.google.zxing.web.LRUMap.V@kj4com.google.zxing.web.LRUMap.V@f./zxingorg/src/main/java/com/google/zxing/web/LRUMap.java",,"0.00",1,0,0,0,0,0,0,0,0,
Protected Method,"com.google.zxing.web.LRUMap.removeEldestEntry","@lcom.google.zxing.web.LRUMap.removeEldestEntry@kj1com.google.zxing.web.LRUMap.removeEldestEntryEntry@f./zxingorg/src/main/java/com/google/zxing/web/LRUMap.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.web.LRUMapTestCase","@lcom.google.zxing.web.LRUMapTestCase@kj4com.google.zxing.web.LRUMapTestCase@f./zxingorg/src/test/java/com/google/zxing/web/LRUMapTestCase.java",,"0.23",2,1,0,1,3,0,13,18,8,
Public Method,"com.google.zxing.web.LRUMapTestCase.testLRU","@lcom.google.zxing.web.LRUMapTestCase.testLRU@kj1com.google.zxing.web.LRUMapTestCase.testLRU@f./zxingorg/src/test/java/com/google/zxing/web/LRUMapTestCase.java",1,"0.00",,,,,,,11,11,8,
Public Final Class,"com.google.zxing.web.OutputUtils","@lcom.google.zxing.web.OutputUtils@kj4com.google.zxing.web.OutputUtils@f./zxingorg/src/main/java/com/google/zxing/web/OutputUtils.java",,"0.19",1,1,0,3,2,0,27,37,13,
Private Constructor,"com.google.zxing.web.OutputUtils.OutputUtils","@lcom.google.zxing.web.OutputUtils.OutputUtils@kj1com.google.zxing.web.OutputUtils.OutputUtils@f./zxingorg/src/main/java/com/google/zxing/web/OutputUtils.java",1,"0.00",,,,,,,2,2,0,
Public Static Method,"com.google.zxing.web.OutputUtils.arrayToString","@lcom.google.zxing.web.OutputUtils.arrayToString@kj1com.google.zxing.web.OutputUtils.arrayToStringbyte[]@f./zxingorg/src/main/java/com/google/zxing/web/OutputUtils.java",4,"0.00",,,,,,,18,18,10,
Private Static Method,"com.google.zxing.web.OutputUtils.hexChar","@lcom.google.zxing.web.OutputUtils.hexChar@kj1com.google.zxing.web.OutputUtils.hexCharint@f./zxingorg/src/main/java/com/google/zxing/web/OutputUtils.java",2,"0.00",,,,,,,3,3,1,
Public Final Class,"com.google.zxing.web.OutputUtilsTestCase","@lcom.google.zxing.web.OutputUtilsTestCase@kj4com.google.zxing.web.OutputUtilsTestCase@f./zxingorg/src/test/java/com/google/zxing/web/OutputUtilsTestCase.java",,"0.33",2,1,0,1,2,0,9,14,2,
Public Method,"com.google.zxing.web.OutputUtilsTestCase.testOutput","@lcom.google.zxing.web.OutputUtilsTestCase.testOutput@kj1com.google.zxing.web.OutputUtilsTestCase.testOutput@f./zxingorg/src/test/java/com/google/zxing/web/OutputUtilsTestCase.java",1,"0.00",,,,,,,7,7,2,
Final Class,"com.google.zxing.web.ServletContextLogHandler","@lcom.google.zxing.web.ServletContextLogHandler@kj4com.google.zxing.web.ServletContextLogHandler@f./zxingorg/src/main/java/com/google/zxing/web/ServletContextLogHandler.java",,"0.26",2,4,1,4,6,50,27,39,9,
Constructor,"com.google.zxing.web.ServletContextLogHandler.ServletContextLogHandler","@lcom.google.zxing.web.ServletContextLogHandler.ServletContextLogHandler@kj1com.google.zxing.web.ServletContextLogHandler.ServletContextLogHandlerServletContext@f./zxingorg/src/main/java/com/google/zxing/web/ServletContextLogHandler.java",1,"0.00",,,,,,,3,3,1,
Public Method,"com.google.zxing.web.ServletContextLogHandler.close","@lcom.google.zxing.web.ServletContextLogHandler.close@kj1com.google.zxing.web.ServletContextLogHandler.close@f./zxingorg/src/main/java/com/google/zxing/web/ServletContextLogHandler.java",1,"0.33",,,,,,,3,4,0,
Public Method,"com.google.zxing.web.ServletContextLogHandler.flush","@lcom.google.zxing.web.ServletContextLogHandler.flush@kj1com.google.zxing.web.ServletContextLogHandler.flush@f./zxingorg/src/main/java/com/google/zxing/web/ServletContextLogHandler.java",1,"0.33",,,,,,,3,4,0,
Public Method,"com.google.zxing.web.ServletContextLogHandler.publish","@lcom.google.zxing.web.ServletContextLogHandler.publish@kj1com.google.zxing.web.ServletContextLogHandler.publishLogRecord@f./zxingorg/src/main/java/com/google/zxing/web/ServletContextLogHandler.java",3,"0.00",,,,,,,16,16,7,
Public Final Class,"com.google.zxing.web.ServletContextLogHandlerTestCase","@lcom.google.zxing.web.ServletContextLogHandlerTestCase@kj4com.google.zxing.web.ServletContextLogHandlerTestCase@f./zxingorg/src/test/java/com/google/zxing/web/ServletContextLogHandlerTestCase.java",,"0.40",2,1,0,1,5,0,10,16,5,
Public Method,"com.google.zxing.web.ServletContextLogHandlerTestCase.testLogHandler","@lcom.google.zxing.web.ServletContextLogHandlerTestCase.testLogHandler@kj1com.google.zxing.web.ServletContextLogHandlerTestCase.testLogHandler@f./zxingorg/src/test/java/com/google/zxing/web/ServletContextLogHandlerTestCase.java",1,"0.12",,,,,,,8,9,5,
Public Final Class,"com.google.zxing.web.WelcomeFilter","@lcom.google.zxing.web.WelcomeFilter@kj4com.google.zxing.web.WelcomeFilter@f./zxingorg/src/main/java/com/google/zxing/web/WelcomeFilter.java",,"0.44",2,1,0,1,5,0,9,14,1,
Public Method,"com.google.zxing.web.WelcomeFilter.doFilter","@lcom.google.zxing.web.WelcomeFilter.doFilter@kj1com.google.zxing.web.WelcomeFilter.doFilterServletRequest,ServletResponse,FilterChain@f./zxingorg/src/main/java/com/google/zxing/web/WelcomeFilter.java",1,"0.17",,,,,,,6,6,1,
Public Final Class,"com.google.zxing.web.WelcomeFilterTestCase","@lcom.google.zxing.web.WelcomeFilterTestCase@kj4com.google.zxing.web.WelcomeFilterTestCase@f./zxingorg/src/test/java/com/google/zxing/web/WelcomeFilterTestCase.java",,"0.27",2,1,0,1,9,0,15,20,10,
Public Method,"com.google.zxing.web.WelcomeFilterTestCase.testRedirect","@lcom.google.zxing.web.WelcomeFilterTestCase.testRedirect@kj1com.google.zxing.web.WelcomeFilterTestCase.testRedirect@f./zxingorg/src/test/java/com/google/zxing/web/WelcomeFilterTestCase.java",1,"0.08",,,,,,,13,13,10,
Package,"com.google.zxing.web.generator","@lcom.google.zxing.web.generator@kj3com.google.zxing.web.generator@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/UrlGenerator.java",,"0.00",,0,0,0,,,0,0,0,
Package,"com.google.zxing.web.generator.client","@lcom.google.zxing.web.generator.client@kj3com.google.zxing.web.generator.client@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.28",,111,61,134,,,1351,1953,737,
Public Final Class,"com.google.zxing.web.generator.client.CalendarEventGenerator","@lcom.google.zxing.web.generator.client.CalendarEventGenerator@kj4com.google.zxing.web.generator.client.CalendarEventGenerator@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.06",1,13,12,17,19,82,237,284,129,
Public Constructor,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGeneratorChangeHandler,KeyPressHandler@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",2,"0.12",,,,,,,48,55,25,
Anonymous Class,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_1)","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_1)@kj4com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_1)@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.25",2,1,0,1,5,0,20,25,10,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_1).onValueChange","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_1).onValueChange@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_1).onValueChangeValueChangeEvent@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",3,"0.26",,,,,,,19,24,10,
Anonymous Class,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2)","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2)@kj4com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2)@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.09",2,1,0,1,4,0,11,12,3,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChangeValueChangeEvent@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",1,"0.10",,,,,,,10,11,3,
Anonymous Class,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange.(Anon_3)","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange.(Anon_3)@kj4com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange.(Anon_3)@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.00",2,1,0,1,2,0,5,5,1,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange.(Anon_3).getSource","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange.(Anon_3).getSource@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.CalendarEventGenerator.(Anon_2).onValueChange.(Anon_3).getSource@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",1,"0.00",,,,,,,4,4,1,
Private Static Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.addMilliseconds","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.addMilliseconds@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.addMillisecondsDate,long@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",1,"0.00",,,,,,,3,3,1,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.buildTimeZoneList","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.buildTimeZoneList@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.buildTimeZoneList@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",2,"0.00",,,,,,,6,6,1,
Private Static Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getDateFromTextBox","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getDateFromTextBox@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getDateFromTextBoxHasText@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",2,"0.00",,,,,,,8,8,3,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getDateTimeFields","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getDateTimeFields@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getDateTimeFields@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",2,"0.00",,,,,,,6,6,2,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getDateTimeValues","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getDateTimeValues@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getDateTimeValues@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",4,"0.00",,,,,,,22,22,13,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getDescriptionField","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getDescriptionField@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getDescriptionField@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",3,"0.00",,,,,,,11,11,4,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getEventNameField","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getEventNameField@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getEventNameField@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",3,"0.00",,,,,,,10,10,4,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getFullDayDateFields","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getFullDayDateFields@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getFullDayDateFields@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",3,"0.07",,,,,,,14,15,7,
Private Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getLocationField","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getLocationField@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getLocationField@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",3,"0.00",,,,,,,11,11,4,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getName","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getName@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getName@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getText","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getText@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getText@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",1,"0.00",,,,,,,8,8,5,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getWidget","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getWidget@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getWidget@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",2,"0.00",,,,,,,45,58,34,
Anonymous Class,"com.google.zxing.web.generator.client.CalendarEventGenerator.getWidget.(Anon_4)","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getWidget.(Anon_4)@kj4com.google.zxing.web.generator.client.CalendarEventGenerator.getWidget.(Anon_4)@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",,"0.00",2,1,0,1,7,0,10,10,4,
Public Method,"com.google.zxing.web.generator.client.CalendarEventGenerator.getWidget.(Anon_4).onClick","@lcom.google.zxing.web.generator.client.CalendarEventGenerator.getWidget.(Anon_4).onClick@kj1com.google.zxing.web.generator.client.CalendarEventGenerator.getWidget.(Anon_4).onClickClickEvent@f./zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/CalendarEventGenerator.java",3,"0.00",,,,,,,9,9,4,
