Kind,Name,Entity_Uniquename,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountLine,CountLineCode,CountSemicolon,CountDeclFunction
Public Final Class,"com.google.zxing.client.j2se.CommandLineEncoder","@lcom.google.zxing.client.j2se.CommandLineEncoder@kj4com.google.zxing.client.j2se.CommandLineEncoder@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineEncoder.java",,"0.19",1,1,0,2,12,0,36,27,12,
Private Constructor,"com.google.zxing.client.j2se.CommandLineEncoder.CommandLineEncoder","@lcom.google.zxing.client.j2se.CommandLineEncoder.CommandLineEncoder@kj1com.google.zxing.client.j2se.CommandLineEncoder.CommandLineEncoder@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineEncoder.java",1,"0.00",,,,,,,2,2,0,
Public Static Method,"com.google.zxing.client.j2se.CommandLineEncoder.main","@lcom.google.zxing.client.j2se.CommandLineEncoder.main@kj1com.google.zxing.client.j2se.CommandLineEncoder.mainString[]@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineEncoder.java",4,"0.00",,,,,,,24,23,12,
Public Final Class,"com.google.zxing.client.j2se.CommandLineEncoderTestCase","@lcom.google.zxing.client.j2se.CommandLineEncoderTestCase@kj4com.google.zxing.client.j2se.CommandLineEncoderTestCase@f./javase/src/test/java/com/google/zxing/client/j2se/CommandLineEncoderTestCase.java",,"0.14",2,1,0,1,8,0,27,21,10,
Public Method,"com.google.zxing.client.j2se.CommandLineEncoderTestCase.testEncode","@lcom.google.zxing.client.j2se.CommandLineEncoderTestCase.testEncode@kj1com.google.zxing.client.j2se.CommandLineEncoderTestCase.testEncode@f./javase/src/test/java/com/google/zxing/client/j2se/CommandLineEncoderTestCase.java",1,"0.00",,,,,,,20,19,10,
Public Final Class,"com.google.zxing.client.j2se.CommandLineRunner","@lcom.google.zxing.client.j2se.CommandLineRunner@kj4com.google.zxing.client.j2se.CommandLineRunner@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",,"0.09",1,1,0,6,21,0,132,110,49,
Private Constructor,"com.google.zxing.client.j2se.CommandLineRunner.CommandLineRunner","@lcom.google.zxing.client.j2se.CommandLineRunner.CommandLineRunner@kj1com.google.zxing.client.j2se.CommandLineRunner.CommandLineRunner@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",1,"0.00",,,,,,,2,2,0,
Private Static Method,"com.google.zxing.client.j2se.CommandLineRunner.expand","@lcom.google.zxing.client.j2se.CommandLineRunner.expand@kj1com.google.zxing.client.j2se.CommandLineRunner.expandIterable@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",7,"0.00",,,,,,,26,26,10,
Private Static Method,"com.google.zxing.client.j2se.CommandLineRunner.isExpandable","@lcom.google.zxing.client.j2se.CommandLineRunner.isExpandable@kj1com.google.zxing.client.j2se.CommandLineRunner.isExpandableIterable@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",3,"0.00",,,,,,,8,8,2,
Private Static Method,"com.google.zxing.client.j2se.CommandLineRunner.isFileOrDir","@lcom.google.zxing.client.j2se.CommandLineRunner.isFileOrDir@kj1com.google.zxing.client.j2se.CommandLineRunner.isFileOrDirURI@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",1,"0.00",,,,,,,3,3,1,
Public Static Method,"com.google.zxing.client.j2se.CommandLineRunner.main","@lcom.google.zxing.client.j2se.CommandLineRunner.main@kj1com.google.zxing.client.j2se.CommandLineRunner.mainString[]@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",11,"0.02",,,,,,,57,51,29,
Private Static Method,"com.google.zxing.client.j2se.CommandLineRunner.retainValid","@lcom.google.zxing.client.j2se.CommandLineRunner.retainValid@kj1com.google.zxing.client.j2se.CommandLineRunner.retainValidIterable,boolean@f./javase/src/main/java/com/google/zxing/client/j2se/CommandLineRunner.java",4,"0.00",,,,,,,18,18,7,
Public Final Class,"com.google.zxing.client.j2se.CommandLineRunnerTestCase","@lcom.google.zxing.client.j2se.CommandLineRunnerTestCase@kj4com.google.zxing.client.j2se.CommandLineRunnerTestCase@f./javase/src/test/java/com/google/zxing/client/j2se/CommandLineRunnerTestCase.java",,"0.57",2,1,0,1,4,0,13,7,2,
Public Method,"com.google.zxing.client.j2se.CommandLineRunnerTestCase.testCommandLineRunner","@lcom.google.zxing.client.j2se.CommandLineRunnerTestCase.testCommandLineRunner@kj1com.google.zxing.client.j2se.CommandLineRunnerTestCase.testCommandLineRunner@f./javase/src/test/java/com/google/zxing/client/j2se/CommandLineRunnerTestCase.java",1,"0.20",,,,,,,6,5,2,
Final Class,"com.google.zxing.client.j2se.DecodeWorker","@lcom.google.zxing.client.j2se.DecodeWorker@kj4com.google.zxing.client.j2se.DecodeWorker@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",,"0.09",1,3,3,7,34,66,207,169,95,
Constructor,"com.google.zxing.client.j2se.DecodeWorker.DecodeWorker","@lcom.google.zxing.client.j2se.DecodeWorker.DecodeWorker@kj1com.google.zxing.client.j2se.DecodeWorker.DecodeWorkercom.google.zxing.client.j2se.DecoderConfig,Queue@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",1,"0.00",,,,,,,5,5,3,
Private Static Method,"com.google.zxing.client.j2se.DecodeWorker.buildOutputPath","@lcom.google.zxing.client.j2se.DecodeWorker.buildOutputPath@kj1com.google.zxing.client.j2se.DecodeWorker.buildOutputPathURI,String@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",4,"0.04",,,,,,,28,25,14,
Public Method,"com.google.zxing.client.j2se.DecodeWorker.call","@lcom.google.zxing.client.j2se.DecodeWorker.call@kj1com.google.zxing.client.j2se.DecodeWorker.call@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",4,"0.00",,,,,,,14,14,7,
Private Method,"com.google.zxing.client.j2se.DecodeWorker.decode","@lcom.google.zxing.client.j2se.DecodeWorker.decode@kj1com.google.zxing.client.j2se.DecodeWorker.decodeURI,Map@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",10,"0.00",,,,,,,63,58,29,
Private Static Method,"com.google.zxing.client.j2se.DecodeWorker.dumpBlackPoint","@lcom.google.zxing.client.j2se.DecodeWorker.dumpBlackPoint@kj1com.google.zxing.client.j2se.DecodeWorker.dumpBlackPointURI,BufferedImage,com.google.zxing.BinaryBitmap@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",10,"0.28",,,,,,,51,36,28,
Private Static Method,"com.google.zxing.client.j2se.DecodeWorker.dumpResult","@lcom.google.zxing.client.j2se.DecodeWorker.dumpResult@kj1com.google.zxing.client.j2se.DecodeWorker.dumpResultURI,com.google.zxing.Result...@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",2,"0.00",,,,,,,7,7,3,
Private Static Method,"com.google.zxing.client.j2se.DecodeWorker.writeResultImage","@lcom.google.zxing.client.j2se.DecodeWorker.writeResultImage@kj1com.google.zxing.client.j2se.DecodeWorker.writeResultImageint,int,int[],URI,String@f./javase/src/main/java/com/google/zxing/client/j2se/DecodeWorker.java",3,"0.00",,,,,,,16,16,5,
Public Final Class,"com.google.zxing.client.j2se.DecodeWorkerTestCase","@lcom.google.zxing.client.j2se.DecodeWorkerTestCase@kj4com.google.zxing.client.j2se.DecodeWorkerTestCase@f./javase/src/test/java/com/google/zxing/client/j2se/DecodeWorkerTestCase.java",,"0.25",2,1,0,1,10,0,23,16,7,
Public Method,"com.google.zxing.client.j2se.DecodeWorkerTestCase.testWorker","@lcom.google.zxing.client.j2se.DecodeWorkerTestCase.testWorker@kj1com.google.zxing.client.j2se.DecodeWorkerTestCase.testWorker@f./javase/src/test/java/com/google/zxing/client/j2se/DecodeWorkerTestCase.java",1,"0.00",,,,,,,9,9,6,
Final Class,"com.google.zxing.client.j2se.DecoderConfig","@lcom.google.zxing.client.j2se.DecoderConfig@kj4com.google.zxing.client.j2se.DecoderConfig@f./javase/src/main/java/com/google/zxing/client/j2se/DecoderConfig.java",,"0.00",1,1,12,1,10,66,92,77,20,
Method,"com.google.zxing.client.j2se.DecoderConfig.buildHints","@lcom.google.zxing.client.j2se.DecoderConfig.buildHints@kj1com.google.zxing.client.j2se.DecoderConfig.buildHints@f./javase/src/main/java/com/google/zxing/client/j2se/DecoderConfig.java",5,"0.00",,,,,,,37,36,8,
Final Class,"com.google.zxing.client.j2se.EncoderConfig","@lcom.google.zxing.client.j2se.EncoderConfig@kj4com.google.zxing.client.j2se.EncoderConfig@f./javase/src/main/java/com/google/zxing/client/j2se/EncoderConfig.java",,"0.00",1,0,8,0,5,0,39,29,9,
Public Final Class,"com.google.zxing.client.j2se.GUIRunner","@lcom.google.zxing.client.j2se.GUIRunner@kj4com.google.zxing.client.j2se.GUIRunner@f./javase/src/main/java/com/google/zxing/client/j2se/GUIRunner.java",,"0.12",2,2,2,4,24,50,63,51,35,
Private Constructor,"com.google.zxing.client.j2se.GUIRunner.GUIRunner","@lcom.google.zxing.client.j2se.GUIRunner.GUIRunner@kj1com.google.zxing.client.j2se.GUIRunner.GUIRunner@f./javase/src/main/java/com/google/zxing/client/j2se/GUIRunner.java",1,"0.00",,,,,,,15,15,13,
Private Method,"com.google.zxing.client.j2se.GUIRunner.chooseImage","@lcom.google.zxing.client.j2se.GUIRunner.chooseImage@kj1com.google.zxing.client.j2se.GUIRunner.chooseImage@f./javase/src/main/java/com/google/zxing/client/j2se/GUIRunner.java",1,"0.00",,,,,,,10,10,8,
Private Static Method,"com.google.zxing.client.j2se.GUIRunner.getDecodeText","@lcom.google.zxing.client.j2se.GUIRunner.getDecodeText@kj1com.google.zxing.client.j2se.GUIRunner.getDecodeTextPath@f./javase/src/main/java/com/google/zxing/client/j2se/GUIRunner.java",3,"0.00",,,,,,,17,17,9,
Public Static Method,"com.google.zxing.client.j2se.GUIRunner.main","@lcom.google.zxing.client.j2se.GUIRunner.main@kj1com.google.zxing.client.j2se.GUIRunner.mainString[]@f./javase/src/main/java/com/google/zxing/client/j2se/GUIRunner.java",1,"0.00",,,,,,,5,5,3,
Public Final Class,"com.google.zxing.client.j2se.HtmlAssetTranslator","@lcom.google.zxing.client.j2se.HtmlAssetTranslator@kj4com.google.zxing.client.j2se.HtmlAssetTranslator@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",,"0.14",1,1,0,7,31,0,187,147,71,
Private Constructor,"com.google.zxing.client.j2se.HtmlAssetTranslator.HtmlAssetTranslator","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.HtmlAssetTranslator@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.HtmlAssetTranslator@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",1,"0.00",,,,,,,1,1,0,
Public Static Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.main","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.main@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.mainString[]@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",3,"0.00",,,,,,,14,14,7,
Private Static Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.parseFileNamesToTranslate","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.parseFileNamesToTranslate@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.parseFileNamesToTranslatePath,List@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",3,"0.00",,,,,,,15,15,5,
Private Static Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslate","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslate@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslatePath,String@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",3,"0.00",,,,,,,19,19,7,
Lambda Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslate.(lambda_expr_1)","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslate.(lambda_expr_1)@p@lcom.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslate@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.parseLanguagesToTranslatePath,String@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",1,"0.00",,,,,,,5,5,2,
Private Static Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.shouldTranslate","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.shouldTranslate@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.shouldTranslateNode@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",8,"0.08",,,,,,,27,25,11,
Private Static Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.translateOneFile","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.translateOneFile@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.translateOneFileString,Path,Path,String@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",9,"0.02",,,,,,,61,52,32,
Private Static Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguage","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguage@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguagePath,String,Collection@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",2,"0.00",,,,,,,20,18,8,
Lambda Method,"com.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguage.(lambda_expr_1)","@lcom.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguage.(lambda_expr_1)@p@lcom.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguage@kj1com.google.zxing.client.j2se.HtmlAssetTranslator.translateOneLanguagePath,String,Collection@f./javase/src/main/java/com/google/zxing/client/j2se/HtmlAssetTranslator.java",1,"0.00",,,,,,,4,4,2,
Public Final Class,"com.google.zxing.client.j2se.ImageReader","@lcom.google.zxing.client.j2se.ImageReader@kj4com.google.zxing.client.j2se.ImageReader@f./javase/src/main/java/com/google/zxing/client/j2se/ImageReader.java",,"0.15",1,1,0,3,8,0,43,33,14,
Private Constructor,"com.google.zxing.client.j2se.ImageReader.ImageReader","@lcom.google.zxing.client.j2se.ImageReader.ImageReader@kj1com.google.zxing.client.j2se.ImageReader.ImageReader@f./javase/src/main/java/com/google/zxing/client/j2se/ImageReader.java",1,"0.00",,,,,,,2,2,0,
Public Static Method,"com.google.zxing.client.j2se.ImageReader.readDataURIImage","@lcom.google.zxing.client.j2se.ImageReader.readDataURIImage@kj1com.google.zxing.client.j2se.ImageReader.readDataURIImageURI@f./javase/src/main/java/com/google/zxing/client/j2se/ImageReader.java",3,"0.00",,,,,,,13,13,7,
Public Static Method,"com.google.zxing.client.j2se.ImageReader.readImage","@lcom.google.zxing.client.j2se.ImageReader.readImage@kj1com.google.zxing.client.j2se.ImageReader.readImageURI@f./javase/src/main/java/com/google/zxing/client/j2se/ImageReader.java",4,"0.00",,,,,,,15,15,6,
Public Final Class,"com.google.zxing.client.j2se.ImageReaderTestCase","@lcom.google.zxing.client.j2se.ImageReaderTestCase@kj4com.google.zxing.client.j2se.ImageReaderTestCase@f./javase/src/test/java/com/google/zxing/client/j2se/ImageReaderTestCase.java",,"0.33",2,1,0,1,6,0,17,12,4,
Public Method,"com.google.zxing.client.j2se.ImageReaderTestCase.testDataURI","@lcom.google.zxing.client.j2se.ImageReaderTestCase.testDataURI@kj1com.google.zxing.client.j2se.ImageReaderTestCase.testDataURI@f./javase/src/test/java/com/google/zxing/client/j2se/ImageReaderTestCase.java",1,"0.10",,,,,,,10,10,4,
Public Final Class,"com.google.zxing.client.j2se.MatrixToImageConfig","@lcom.google.zxing.client.j2se.MatrixToImageConfig@kj4com.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",,"0.45",1,5,2,6,1,50,54,31,13,
Public Constructor,"com.google.zxing.client.j2se.MatrixToImageConfig.MatrixToImageConfig","@lcom.google.zxing.client.j2se.MatrixToImageConfig.MatrixToImageConfig@kj1com.google.zxing.client.j2se.MatrixToImageConfig.MatrixToImageConfig@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",1,"1.33",,,,,,,7,3,1,
Public Constructor,"com.google.zxing.client.j2se.MatrixToImageConfig.MatrixToImageConfig","@lcom.google.zxing.client.j2se.MatrixToImageConfig.MatrixToImageConfig@kj1com.google.zxing.client.j2se.MatrixToImageConfig.MatrixToImageConfigint,int@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",1,"1.00",,,,,,,8,4,2,
Method,"com.google.zxing.client.j2se.MatrixToImageConfig.getBufferedImageColorModel","@lcom.google.zxing.client.j2se.MatrixToImageConfig.getBufferedImageColorModel@kj1com.google.zxing.client.j2se.MatrixToImageConfig.getBufferedImageColorModel@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",3,"0.33",,,,,,,12,9,3,
Public Method,"com.google.zxing.client.j2se.MatrixToImageConfig.getPixelOffColor","@lcom.google.zxing.client.j2se.MatrixToImageConfig.getPixelOffColor@kj1com.google.zxing.client.j2se.MatrixToImageConfig.getPixelOffColor@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",1,"0.00",,,,,,,3,3,1,
Public Method,"com.google.zxing.client.j2se.MatrixToImageConfig.getPixelOnColor","@lcom.google.zxing.client.j2se.MatrixToImageConfig.getPixelOnColor@kj1com.google.zxing.client.j2se.MatrixToImageConfig.getPixelOnColor@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",1,"0.00",,,,,,,3,3,1,
Private Static Method,"com.google.zxing.client.j2se.MatrixToImageConfig.hasTransparency","@lcom.google.zxing.client.j2se.MatrixToImageConfig.hasTransparency@kj1com.google.zxing.client.j2se.MatrixToImageConfig.hasTransparencyint@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageConfig.java",1,"0.00",,,,,,,3,3,1,
Public Final Class,"com.google.zxing.client.j2se.MatrixToImageWriter","@lcom.google.zxing.client.j2se.MatrixToImageWriter@kj4com.google.zxing.client.j2se.MatrixToImageWriter@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",,"1.36",1,1,0,9,11,0,136,53,25,
Private Constructor,"com.google.zxing.client.j2se.MatrixToImageWriter.MatrixToImageWriter","@lcom.google.zxing.client.j2se.MatrixToImageWriter.MatrixToImageWriter@kj1com.google.zxing.client.j2se.MatrixToImageWriter.MatrixToImageWriter@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",1,"0.00",,,,,,,1,1,0,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.toBufferedImage","@lcom.google.zxing.client.j2se.MatrixToImageWriter.toBufferedImage@kj1com.google.zxing.client.j2se.MatrixToImageWriter.toBufferedImagecom.google.zxing.common.BitMatrix@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",1,"2.33",,,,,,,10,3,1,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.toBufferedImage","@lcom.google.zxing.client.j2se.MatrixToImageWriter.toBufferedImage@kj1com.google.zxing.client.j2se.MatrixToImageWriter.toBufferedImagecom.google.zxing.common.BitMatrix,com.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",4,"0.41",,,,,,,24,17,15,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.writeToFile","@lcom.google.zxing.client.j2se.MatrixToImageWriter.writeToFile@kj1com.google.zxing.client.j2se.MatrixToImageWriter.writeToFilecom.google.zxing.common.BitMatrix,String,File@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",1,"1.75",,,,,,,11,4,1,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.writeToFile","@lcom.google.zxing.client.j2se.MatrixToImageWriter.writeToFile@kj1com.google.zxing.client.j2se.MatrixToImageWriter.writeToFilecom.google.zxing.common.BitMatrix,String,File,com.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",1,"1.60",,,,,,,13,5,1,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.writeToPath","@lcom.google.zxing.client.j2se.MatrixToImageWriter.writeToPath@kj1com.google.zxing.client.j2se.MatrixToImageWriter.writeToPathcom.google.zxing.common.BitMatrix,String,Path@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",1,"3.00",,,,,,,12,3,1,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.writeToPath","@lcom.google.zxing.client.j2se.MatrixToImageWriter.writeToPath@kj1com.google.zxing.client.j2se.MatrixToImageWriter.writeToPathcom.google.zxing.common.BitMatrix,String,Path,com.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",2,"1.29",,,,,,,16,7,2,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.writeToStream","@lcom.google.zxing.client.j2se.MatrixToImageWriter.writeToStream@kj1com.google.zxing.client.j2se.MatrixToImageWriter.writeToStreamcom.google.zxing.common.BitMatrix,String,OutputStream@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",1,"3.00",,,,,,,12,3,1,
Public Static Method,"com.google.zxing.client.j2se.MatrixToImageWriter.writeToStream","@lcom.google.zxing.client.j2se.MatrixToImageWriter.writeToStream@kj1com.google.zxing.client.j2se.MatrixToImageWriter.writeToStreamcom.google.zxing.common.BitMatrix,String,OutputStream,com.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/main/java/com/google/zxing/client/j2se/MatrixToImageWriter.java",2,"1.29",,,,,,,16,7,2,
Public Final Class,"com.google.zxing.client.j2se.MatrixToImageWriterTestCase","@lcom.google.zxing.client.j2se.MatrixToImageWriterTestCase@kj4com.google.zxing.client.j2se.MatrixToImageWriterTestCase@f./javase/src/test/java/com/google/zxing/client/j2se/MatrixToImageWriterTestCase.java",,"0.06",2,3,0,5,11,0,58,47,26,
Private Static Method,"com.google.zxing.client.j2se.MatrixToImageWriterTestCase.doTest","@lcom.google.zxing.client.j2se.MatrixToImageWriterTestCase.doTest@kj1com.google.zxing.client.j2se.MatrixToImageWriterTestCase.doTestcom.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/test/java/com/google/zxing/client/j2se/MatrixToImageWriterTestCase.java",1,"0.00",,,,,,,4,4,2,
Private Static Method,"com.google.zxing.client.j2se.MatrixToImageWriterTestCase.doTestFormat","@lcom.google.zxing.client.j2se.MatrixToImageWriterTestCase.doTestFormat@kj1com.google.zxing.client.j2se.MatrixToImageWriterTestCase.doTestFormatString,com.google.zxing.client.j2se.MatrixToImageConfig@f./javase/src/test/java/com/google/zxing/client/j2se/MatrixToImageWriterTestCase.java",4,"0.00",,,,,,,31,29,21,
Public Method,"com.google.zxing.client.j2se.MatrixToImageWriterTestCase.testAlpha","@lcom.google.zxing.client.j2se.MatrixToImageWriterTestCase.testAlpha@kj1com.google.zxing.client.j2se.MatrixToImageWriterTestCase.testAlpha@f./javase/src/test/java/com/google/zxing/client/j2se/MatrixToImageWriterTestCase.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.client.j2se.MatrixToImageWriterTestCase.testBlackAndWhite","@lcom.google.zxing.client.j2se.MatrixToImageWriterTestCase.testBlackAndWhite@kj1com.google.zxing.client.j2se.MatrixToImageWriterTestCase.testBlackAndWhite@f./javase/src/test/java/com/google/zxing/client/j2se/MatrixToImageWriterTestCase.java",1,"0.00",,,,,,,4,4,1,
Public Method,"com.google.zxing.client.j2se.MatrixToImageWriterTestCase.testColor","@lcom.google.zxing.client.j2se.MatrixToImageWriterTestCase.testColor@kj1com.google.zxing.client.j2se.MatrixToImageWriterTestCase.testColor@f./javase/src/test/java/com/google/zxing/client/j2se/MatrixToImageWriterTestCase.java",1,"0.00",,,,,,,4,4,1,
Public Final Class,"com.google.zxing.client.j2se.StringsResourceTranslator","@lcom.google.zxing.client.j2se.StringsResourceTranslator@kj4com.google.zxing.client.j2se.StringsResourceTranslator@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",,"0.11",1,1,0,6,27,0,192,152,75,
Private Constructor,"com.google.zxing.client.j2se.StringsResourceTranslator.StringsResourceTranslator","@lcom.google.zxing.client.j2se.StringsResourceTranslator.StringsResourceTranslator@kj1com.google.zxing.client.j2se.StringsResourceTranslator.StringsResourceTranslator@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",1,"0.00",,,,,,,1,1,0,
Private Static Method,"com.google.zxing.client.j2se.StringsResourceTranslator.fetch","@lcom.google.zxing.client.j2se.StringsResourceTranslator.fetch@kj1com.google.zxing.client.j2se.StringsResourceTranslator.fetchURI@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",2,"0.00",,,,,,,13,13,7,
Public Static Method,"com.google.zxing.client.j2se.StringsResourceTranslator.main","@lcom.google.zxing.client.j2se.StringsResourceTranslator.main@kj1com.google.zxing.client.j2se.StringsResourceTranslator.mainString[]@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",2,"0.00",,,,,,,15,14,6,
Lambda Method,"com.google.zxing.client.j2se.StringsResourceTranslator.main.(lambda_expr_1)","@lcom.google.zxing.client.j2se.StringsResourceTranslator.main.(lambda_expr_1)@p@lcom.google.zxing.client.j2se.StringsResourceTranslator.main@kj1com.google.zxing.client.j2se.StringsResourceTranslator.mainString[]@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",1,"0.00",,,,,,,3,3,0,
Private Static Method,"com.google.zxing.client.j2se.StringsResourceTranslator.readLines","@lcom.google.zxing.client.j2se.StringsResourceTranslator.readLines@kj1com.google.zxing.client.j2se.StringsResourceTranslator.readLinesPath@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",4,"0.00",,,,,,,14,14,5,
Private Static Method,"com.google.zxing.client.j2se.StringsResourceTranslator.translate","@lcom.google.zxing.client.j2se.StringsResourceTranslator.translate@kj1com.google.zxing.client.j2se.StringsResourceTranslator.translatePath,Path,Collection@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",7,"0.04",,,,,,,63,51,32,
Static Method,"com.google.zxing.client.j2se.StringsResourceTranslator.translateString","@lcom.google.zxing.client.j2se.StringsResourceTranslator.translateString@kj1com.google.zxing.client.j2se.StringsResourceTranslator.translateStringString,String@f./javase/src/main/java/com/google/zxing/client/j2se/StringsResourceTranslator.java",4,"0.08",,,,,,,30,26,15,
Package,"com.google.zxing.client.result","@lcom.google.zxing.client.result@kj3com.google.zxing.client.result@f./core/src/main/java/com/google/zxing/client/result/AbstractDoCoMoResultParser.java",,"0.40",,228,95,303,,,5440,3525,1662,
Abstract Class,"com.google.zxing.client.result.AbstractDoCoMoResultParser","@lcom.google.zxing.client.result.AbstractDoCoMoResultParser@kj4com.google.zxing.client.result.AbstractDoCoMoResultParser@f./core/src/main/java/com/google/zxing/client/result/AbstractDoCoMoResultParser.java",,"1.25",2,0,0,2,1,0,21,8,2,
